Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2013-03-06,23:15,40.2,34.1,78.6,0.0,SW@1.6,3.9,0.02,0,,41.5,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-06,23:30,41.0,33.9,75.7,0.0,S@1.2,4.2,0.02,0,,41.5,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-06,23:45,40.1,33.8,78.1,0.0,N @2.3,5.3,0.02,0,,41.5,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-06,24:00,39.1,34.0,81.7,0.0,N @3.7,4.9,0.02,0,,41.5,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,00:15,38.6,33.9,83.0,0.0,N @5.2,6.7,0.02,0,,41.5,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,00:30,37.6,34.0,86.4,0.0,N @5.7,7.1,0.02,0,,41.5,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,00:45,38.2,34.0,84.7,0.0,NE@3.2,6.0,0.02,0,,41.4,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,01:00,39.2,33.9,81.1,0.0,NE@4.3,6.0,0.02,0,,41.4,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,01:15,39.4,33.8,80.2,0.0,NE@3.9,6.7,0.02,0,,41.4,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,01:30,38.7,33.5,81.5,0.0,NE@2.8,3.9,0.02,0,,41.4,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,01:45,38.8,33.2,80.2,0.0,NE@3.4,4.6,0.02,0,,41.4,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,02:00,36.6,32.1,83.7,0.0,N @4.8,6.7,0.02,0,,41.4,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,02:15,35.9,32.0,85.7,0.0,N @6.1,7.4,0.02,0,,41.4,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,02:30,36.3,32.0,84.3,0.0,N @5.4,6.4,0.02,0,,41.4,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,02:45,36.2,31.8,83.6,0.0,N @5.5,6.7,0.02,0,,41.4,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,03:00,36.4,31.6,82.5,0.0,N @5.3,7.1,0.02,0,,41.4,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,03:15,35.9,31.4,83.6,0.0,N @3.9,6.7,0.02,0,,41.3,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,03:30,36.1,31.2,82.2,0.0,N @5.6,8.2,0.02,0,,41.3,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,03:45,35.6,31.1,83.5,0.0,N @7.7,9.9,0.02,0,,41.3,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,04:00,35.2,30.9,84.3,0.0,N @7.2,8.5,0.02,0,,41.3,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,04:15,35.0,30.9,84.5,0.0,N @6.9,8.5,0.02,0,,41.3,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,04:30,34.7,30.5,84.2,0.0,N @7.4,8.5,0.02,0,,41.3,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,04:45,34.2,30.4,85.8,0.0,N @5.5,8.2,0.02,0,,41.3,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,05:00,35.8,31.0,82.3,0.0,NE@4.2,6.0,0.02,0,,41.2,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,05:15,35.8,30.7,81.5,0.0,NE@5.0,7.4,0.02,0,,41.2,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,05:30,35.5,30.5,81.7,0.0,N @5.2,7.1,0.02,0,,41.2,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,05:45,35.4,30.4,81.8,0.0,NE@4.2,6.4,0.02,0,,41.2,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,06:00,34.2,29.8,83.8,0.0,N @5.2,6.7,0.02,0,,41.1,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,06:15,33.4,29.4,84.8,0.0,N @6.8,9.2,0.02,0,,41.1,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,06:30,34.8,30.0,82.5,0.0,NE@3.9,5.3,0.02,3,,41.1,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,06:45,36.5,30.2,77.6,0.0,NE@4.3,5.7,0.02,22,,41.1,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,07:00,36.3,29.4,75.8,0.0,N @5.6,8.2,0.02,55,,41.1,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,07:15,35.5,29.3,78.1,0.0,N @6.4,7.8,0.02,91,,41.0,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,07:30,36.7,30.0,76.6,0.0,N @4.9,7.8,0.02,129,,41.0,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,07:45,39.1,30.9,72.3,0.0,NE@3.3,4.6,0.01,170,,41.0,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,08:00,40.0,32.1,73.0,0.0,E@4.3,6.0,0.01,214,,40.9,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,08:15,41.0,32.2,70.6,0.0,E@4.1,5.7,0.01,258,,40.9,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,08:30,41.9,31.1,65.3,0.0,E@3.6,5.3,0.01,303,,40.9,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,08:45,42.5,30.3,61.7,0.0,E@3.7,6.0,0.01,346,,40.9,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,09:00,42.8,30.7,62.1,0.0,E@4.4,7.4,0.01,389,,40.8,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,09:15,43.6,31.0,61.0,0.0,E@4.2,6.7,0.0,431,,40.8,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,09:30,44.1,31.3,60.4,0.0,E@4.1,7.4,0.0,470,,40.8,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,09:45,44.8,31.8,60.0,0.0,E@3.0,5.3,0.0,507,,40.7,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,10:00,45.4,31.5,58.0,0.0,E@3.2,5.7,0.0,541,,40.7,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,10:15,45.5,32.3,59.5,0.0,S@3.9,6.4,0.0,567,,40.7,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,10:30,46.0,32.2,58.4,0.0,S@2.3,5.3,0.0,583,,40.7,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,10:45,46.0,31.0,55.5,0.0,SW@2.6,4.9,0.0,539,,40.6,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,11:00,47.1,32.2,55.9,0.0,SE@3.3,5.7,0.0,661,,40.6,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,11:15,47.3,31.7,54.3,0.0,W@3.1,7.8,0.0,549,,40.6,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,11:30,47.3,33.1,57.7,0.0,W@5.1,9.6,0.0,688,,40.6,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,11:45,47.9,33.3,56.8,0.0,W@4.2,7.4,0.0,709,,40.6,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,12:00,48.7,34.5,57.7,0.0,S@4.0,9.2,0.0,737,,40.6,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,12:15,49.6,35.2,57.5,0.0,S@4.0,8.5,0.0,743,,40.6,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,12:30,49.3,34.7,56.8,0.0,SE@4.2,7.4,0.0,753,,40.6,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,12:45,50.2,35.2,56.1,0.0,N @2.8,5.7,0.0,725,,40.6,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,13:00,50.5,35.4,56.0,0.0,W@4.4,10.3,0.0,707,,40.6,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,13:15,49.3,34.5,56.5,0.0,W@4.8,8.2,0.0,504,,40.6,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,13:30,50.7,35.5,55.7,0.0,S@4.7,9.6,0.0,693,,40.6,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,13:45,51.0,34.5,53.0,0.0,S@4.2,8.5,0.0,668,,40.7,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,14:00,51.1,33.6,51.0,0.0,S@4.3,8.9,0.0,642,,40.7,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,14:15,51.4,33.7,50.6,0.0,SE@4.6,7.8,0.0,614,,40.8,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,14:30,51.7,33.3,49.1,0.0,SE@4.0,8.5,0.0,585,,40.8,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,14:45,52.0,32.7,47.4,0.0,SE@3.4,8.5,0.0,552,,40.9,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,15:00,52.1,31.7,45.3,0.0,SE@3.7,6.7,0.0,509,,41.0,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,15:15,52.0,31.8,45.7,0.0,SE@4.2,8.2,0.0,475,,41.1,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,15:30,52.6,30.7,42.9,0.0,SW@2.7,6.0,0.0,436,,41.1,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,15:45,52.6,30.4,42.4,0.0,W@2.3,6.7,0.0,387,,41.2,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
2013-03-07,16:00,52.2,30.0,42.4,0.0,NE@2.8,6.4,0.0,335,,41.3,"Outlook, Yakima County",310135,Outlook,2020-06-01 05:28:54.460626
