Date,Time PST,1.5m Air Temp °F, 1.5m Dew Point °F, 1.5m Rel Hum %, Tot Prec in, Solar Rad W/m², Wind Direction, Wind Speed mph, 2m Wind Gust mph, 1.5m Leaf Wet u., 2 in. Soil Tmp °F, 8 in. Soil Tmp °F,Location,Station ID,Station Name,Download Timestamp
2019-03-07,00:15,20.9,19.3,99.6,0.0,0,N ,1.3,3.9,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,00:30,19.5,17.7,99.6,0.0,0,N ,1.0,4.2,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,00:45,16.8,14.7,99.6,0.0,0,N ,0.2,2.4,0.01,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,01:00,18.5,16.6,99.6,0.0,0,N ,0.0,1.4,0.01,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,01:15,17.8,15.8,99.6,0.0,0,N ,0.6,4.6,0.01,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,01:30,18.1,16.1,99.6,0.0,0,N ,1.3,3.9,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,01:45,20.8,19.1,99.6,0.0,0,N ,3.1,7.4,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,02:00,22.7,21.2,99.6,0.0,0,N ,5.2,7.1,0.03,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,02:15,22.7,21.3,99.7,0.0,0,N ,3.5,5.7,0.03,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,02:30,22.6,21.1,99.7,0.0,0,N ,2.6,4.6,0.03,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,02:45,22.2,20.8,99.6,0.0,0,N ,4.0,7.8,0.03,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,03:00,21.4,19.9,99.6,0.0,0,N ,4.4,6.7,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,03:15,21.6,20.1,99.6,0.0,0,N ,0.7,3.5,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,03:30,21.5,19.9,99.6,0.0,0,N ,1.1,3.5,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,03:45,21.4,19.8,99.6,0.0,0,N ,0.2,2.4,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,04:00,21.1,19.4,99.6,0.0,0,N ,1.8,4.9,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,04:15,20.3,18.6,99.6,0.0,0,N ,4.1,6.0,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,04:30,19.3,17.5,99.6,0.0,0,N ,4.9,7.4,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,04:45,19.0,17.2,99.6,0.0,0,N ,2.3,6.0,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,05:00,19.1,17.3,99.6,0.0,0,N ,0.0,1.4,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,05:15,19.0,17.2,99.6,0.0,0,N ,0.0,0.0,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,05:30,18.5,16.6,99.6,0.0,0,N ,0.0,0.0,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,05:45,18.3,16.4,99.6,0.0,0,N ,0.0,0.0,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
2019-03-07,06:00,17.5,15.5,99.6,0.0,0,N ,0.0,0.0,0.02,38.3,39.0,"Mabton.E, Yakima County",310089,Mabton.E,2020-12-16 01:08:11.333758
